date,username,tweet,hashtags,likes_count,sentiment
2018-12-30,dreamlaunche,aquaman star born bad genius crazy little thing called love gone girl non stop taken 2 commuter sih 2 mcu stan menilai film2 marvel 1010 sih even harru potter fan banget list juara,[],0,positive
2018-12-30,ub_aidil,3 infinity war 😭😭 ending dijangka menggabungkan watak2 marvel power movie full menampak movie nih part 1 3 arts structure habis kat act 2 sabar nak tunggu end game,[],0,neutral
2018-12-30,retnosetia,moon maaf saalaah 😱 indak pande membedakan gank dc marvel 😅😥,[],0,negative
2018-12-30,mimieyloma,eh silap masked beli kat nyc kakakkaakakka berduit beli je pape nak jual kah kah minat pon captain marvel nih,[],0,negative
2018-12-30,back78pack,rt wilfredtabs backpacking jakarta 🇮🇩 jakarta ironman marvel indonesia backpacking travel bahasa backpack anjungan sumatra barattmii,"['#jakarta', '#ironman', '#marvel', '#indonesia', '#backpacking', '#travel', '#bahasa', '#backpack']",0,neutral
2018-12-30,dilaraden,ughh collect marvel orang hadiahkan hehe,[],0,neutral
2018-12-30,mimieyloma,classic captain marvel unmasked version unmasked mahai beli kat nyc kakakakaka serious talk kakak beli kat sok mahai 😅,[],0,positive
2018-12-30,perirwn,thankyou marvel baim terhibur 😂 wkwk,[],0,neutral
2018-12-30,bayukumoroardi,benaran dahgue jarang banget menonton bioskop menonton pulang film marvelindo entar donlot ah,[],0,neutral
2018-12-30,xylocaines,nder terima kasih banget loh benaran bikin base khusus marvel stan pls tlku krisis marvelan,[],0,positive
2018-12-30,hfidhar,menonton aquaman overall 910 fan marvel mengubah mindset perfilman dc hehe worth,[],0,positive
2018-12-30,loonaibeu,noona captain noona siapanya captain marvel,[],0,positive
2018-12-30,ceunahgeh,berasa masuk planet marvel,[],0,neutral
2018-12-30,milikadam_,24 marvel dc,[],0,neutral
2018-12-30,azhan_sanz,mari membaca baby daughter reading beforesleep superheroes dc marvel cute,"['#baby', '#daughter', '#reading', '#beforesleep', '#superheroes', '#dc', '#marvel', '#cute']",0,positive
2018-12-30,perirwn,nemu adegan bikin mengakak dibeberapa film franchise marvel 😂,[],0,neutral
2018-12-30,sulaimanmhashim,jap nak get deep marvel 616 collide 1610 nih pebenda siaaa someone exblainnnn,[],0,positive
2018-12-30,komrikmania,marvel knights 20th various artists writers miniseries anniversary lini legendaris cerita compelling tim kreatif kerenkeren issuenya salah mini terbaik marvel,[],0,positive
2018-12-30,farihahhafiz,haah contract diorang deh nak habislepas lupa tngok diorang last movie marvel end gamekalau kali rindu😭😭😭,[],1,negative
2018-12-30,symmirilhm,goodluck final marvel sejati sapot marvel capt marvel tengok huhu,[],0,neutral
2018-12-30,leodyyuanda1,memilih marvel dc alasannya — marvel bagus,[],0,positive
2018-12-30,liam_ow,gman,[],1,neutral
2018-12-30,sxfw4n,start hrini dah boikot marvel marvelousmrsmaisel,['#marvelousmrsmaisel'],1,positive
2018-12-30,jaepranklb,filmfilmnya marvel,[],0,positive
2018-12-30,_sublingual,captain marvel deh apaapa,[],0,neutral
2018-12-30,hendri_drex,suka video youtube wow 20 judul film marvel avengers 4 marvel theory,[],0,positive
2018-12-30,yirenglcw,kak alif nih salah fan beratnya marvel ya suka banget ironman ya wkwk kak alif pacar kak bosan bosan ya kak biar kakakku 👍👍 ah segitu iron man loves 💜,[],0,negative
2018-12-30,awkarims,buatku antologirasa kisah kota dibawakan ikanatassa indah jatuh cinta klise balas love keeps us alive kujuga percaya harris direkrut marvel perjuangannya jantung cerita ini❤️,['#antologirasa'],10,positive
2018-12-30,wilfredtabs,backpacking jakarta 🇮🇩 jakarta ironman marvel indonesia backpacking travel bahasa backpack anjungan sumatra barattmii,"['#jakarta', '#ironman', '#marvel', '#indonesia', '#backpacking', '#travel', '#bahasa', '#backpack']",1,neutral
2018-12-30,ucha5u_,bedanya marvel dc actionnya menonton wonder women 😅 menonton bumblebee entar seru tanggal 1 menonton 😆,[],0,positive
2018-12-30,wongwates,info kaskus hotthreads hotreviews marvel studios janjikan karakter endgame,"['#kaskus', '#hotthreads', '#hotreviews']",0,neutral
2018-12-30,ichbinzugross,nih ya kepala banget bayangan alternatif karakter2 komik dirework difilmin susah banget nuanginnya bidang datar illustrator marveldc,[],0,negative
2018-12-30,rahmatharii,iya ya keren marvel actionnya dc menonton superhero cewek galgadot haha,[],0,positive
2018-12-30,mamaxooka,sebenerny dibanding pertengkaran fan dc vs marvel heboh pertengkaran orangorang ngeributin endingny 500 days summer,[],0,negative
2018-12-30,ucha5u_,iye soale dc bikin dramanya lihat justice league marvel actionnya 👍,[],0,neutral
2018-12-30,unodostrys,hahahaha yannn,[],1,neutral
2018-12-30,audieslave,kado ultah infinity wars kado avengers end game wat lyfe dude thank youuuu marvel 👍,[],0,positive
2018-12-30,ucha5u_,mat penjelasan transformer coba biar penasaran demen aqua man buatan dc marvel 👍,[],0,negative
2018-12-30,indaaby,aquaman anak marvel,[],0,positive
2018-12-30,gogelicious,marvel studios janjikan karakter endgame,[],0,neutral
2018-12-30,gutierrezbrentr,hahaha jsq dc vs marvel,[],1,positive
2018-12-30,adcstra,gua random jual pin merch dcmarvel ya,[],0,neutral
2018-12-30,onikutabetai000,balikan bro beda keyakinan mencoba menerima bro salahnya mempelajari disukai doi kayanya doi suka dc suka marvel penghalang hubungan,[],0,positive
2018-12-30,adcstra,iya bahaya psikologis violence kemarin anak pas logo dc bicara marvel nih marvel balas dc dek 😭😭😭,[],0,negative
2018-12-30,charitymosca,adik nya adik sa marvel😂🤙🏼✨,[],4,neutral
2018-12-30,adcstra,gua jualnya gantungan kunci hwhw dc marvel kayaknya sebaganyak deh standar standar,[],0,negative
2018-12-30,petirnyajongdae,benaran penasaran ending avengers abu tolong marvel addicted kasih hskskavajavac,[],0,positive
2018-12-30,ph4n_,marvel cinematic universe film akhirakhir membahas alternate relm parallel universe multiverse dc film,[],0,positive
2018-12-30,btsglcs,anti klesi klesi kleb dukun marvel weh,[],0,positive
2018-12-30,azizulbonyot,boikot marvel semalam jom ramai2 boikot,[],1555,neutral
2018-12-30,wandane7,suka seriusgua demen film filmnya dc marvel suka aquaman doang,[],0,positive
2018-12-30,initweetersaya_,nak marvel punyaaaa edisen kau kene lanje nak ahahahha 😋,[],0,neutral
2018-12-30,travellersid,end game marvel wo rdj,[],0,positive
2018-12-30,nonalignedcffee,marvel bubar apalah arti marvel rdj,[],0,neutral
2018-12-30,mukrizha,nih nih nak tengok wayang cerita marvel,[],0,neutral
2018-12-30,sombaditulof,tim marvel angkat suara dong111111 butuh bala bantuan segera11111,[],0,neutral
2018-12-30,daffa_hndrwan,ya adegan editan nya dibanding filmmarvel,[],0,neutral
2018-12-30,yusuf_osman98,mcu fan ketahuila marvel pon king sea nama namor,[],0,positive
2018-12-30,fatihahafif,anything marvel edition belanja takde bf 👉🏼👈🏼😂,[],0,neutral
2018-12-30,cinemaniacc,captain marvel nasil bilim kurgu filmi ya 🤔,[],0,negative
2018-12-30,penikmatpromo,tv series sih marvel runaways biru box,[],0,positive
2018-12-30,dyahinf,fix banget kaos marvel,[],0,neutral
2018-12-30,gemilangprtm,mending menonton series marvel dhooo😬😬,[],0,positive
2018-12-30,indryanisrj,menjual totebag marvel seharga rp50000 dapatkan produk shopee shopeeid,['#shopeeid'],0,neutral
2018-12-30,layardotid,promo art terbaru captain marvel perlihatkan tim starforce,[],0,neutral
2018-12-30,rowizme,miniatur mainan toko manapun mall ratarata karakter marvel dc disney anime jepang karakter game thronesnya kenawhy,[],0,neutral
2018-12-30,guenlinlai,penggemar marvel wkwkwk suka rin,[],0,positive
2018-12-30,rqyn,aing bingung video sih felix dislikesnya belasan ribu komen negatif part pas dragging tony stark laugh ya fanbase doi mayoritas suka marvel super heroes 🤪,[],1,neutral
2018-12-30,retnosetia,film marvel bikin ketiduran ditengahtengah film menonton khal drogo 😳😳😳,[],0,neutral
2018-12-30,retnolestaari,marvel dc salah memilih pemain deh kayaknya peran pemain klop banget kebanyakan heroes daratan aquaman bawa suasana nyeritain asalnya atlantis segar airnya penasaran mesti ya 😁 aquaman,['#aquaman'],0,positive
2018-12-30,mharisazhar,marvel series huruf mendominasi casing smart phone filmnya tayang jagoan2 marvel dijadikan casing smartphone coba kirim,[],0,positive
2018-12-30,amyunusmas,true king marvel hahaha sih teman bilang bagus banget menonton eh pas menonton krik krik menyadar oh iya dc marvel,[],0,positive
2018-12-30,awxsomegurl,captain marvel avengers end game sih sejujurnya menonton avengers end game wkwk,[],0,neutral
2018-12-30,chachaadia,captain marvel join avengers end game,[],0,positive
2018-12-30,azhimahmed,aquaman menang cinematography nih tataw james wan bawa masuk element fast furious scene kat sicily tuupastu well designed kaijuand close combat scene powertapi tuh storyline mehhhhh dialog nak tiru marvel,[],1,positive
2018-12-30,farliant,marvel alva farliant tumben tenang ajak foto 😅😅 nya liar,[],0,positive
2018-12-30,ibundamu,filmnya marvel action kayaknya greatest showman drama romance serial fifty shades lu know segitu bunda ya nder,[],0,positive
2018-12-30,faktanyacjr,tokoh kesukaan aldi marvel captain america faktanyacjr,['#faktanyacjr'],0,positive
2018-12-30,doktersiputgila,karakter marvel suka curang ujian niron man recehkantwiter,['#recehkantwiter'],2,neutral
2018-12-30,drizkiw_,film2 nya marvel,[],0,positive
2018-12-30,starkprinces,twistplot、ternyata stark marvel keturunan stark got,[],0,negative
2018-12-30,muhamadasyrul,ooooo ok marvel miss 💪🏻💪🏻 hahahahaha cepat2 cari pengganti nk tolong carikan member tolong carikan alhmdllah melekat 🤣🤣🤣😜😜😜,[],0,negative
2018-12-30,tan2003to18,hbd stan lee,[],0,neutral
2018-12-30,retnolestaari,marvel robert downey chris evans benedict cumberbatch dc brandon ruth jason momoa dikecengin peran salah memilih pemain 👍🤩,[],0,neutral
2018-12-30,kupuqupu_kecil,filmnya marvel,[],0,positive
2018-12-30,syafial,koleksi marvel legends toybiz 90an,[],0,positive
2018-12-30,ifachns,tunggu sih captain marvel avengers end game,[],0,positive
2018-12-30,carolluvers,marvel movies jumanji 2 2,[],0,positive
2018-12-30,pelajartaaturan,captain marvel avengers endgame train dragon 3 lupa lanjutannya spiderman dilan 1991,[],0,positive
2018-12-30,needmoref00ds,avangers end game captain marvel toys story lion king spiderman frozen 2 harapannya ditonton planning doang😂😂😂,[],0,neutral
2018-12-30,arinaul,avengers end game captain marvel keluarga cemara game thrones sih film 😂,[],0,positive
2018-12-30,valkyrievers,timeline isinya membosankan banget anying need bands marvel harry potter pjo stan,[],0,positive
2018-12-30,kucing0ren,captain america ironman contractnya marvel habis ya iya orang mcunya ganti phase line filmnya captain marvel,[],0,positive
2018-12-30,piscessgurll,berbau marvel,[],0,negative
2018-12-30,__blrrr,matt mou captain marvel banyaaak deng,[],1,positive
2018-12-30,cintadamai_com,kumpulan meme lucu trailer film captain marvel terbaru komik,"['#meme', '#lucu', '#film', '#marvel', '#komik']",0,neutral
2018-12-30,rajobudjang,orang cerita super hero marvel meninggal dunia kenangan2018ku,['#kenangan2018ku'],0,positive
2018-12-30,fnrizka,weekend film2nya marvel menonton deh ketiduran layar tv gede beli tv prj kali ya uang 😆,[],0,neutral
2018-12-30,anzaini_1992,10 foto cosplay seksi captain marvel bikin pria hilang fokus captainmarvel cosplayseksi cewekseksi superhero,"['#captainmarvel', '#cosplayseksi', '#cewekseksi', '#superhero']",2,neutral
2018-12-30,intan_sari92,10 foto cosplay seksi captain marvel bikin pria hilang fokus captainmarvel cosplayseksi cewekseksi superhero,"['#captainmarvel', '#cosplayseksi', '#cewekseksi', '#superhero']",1,neutral
2018-12-30,sabrina_rina67,10 foto cosplay seksi captain marvel bikin pria hilang fokus captainmarvel cosplayseksi cewekseksi superhero,"['#captainmarvel', '#cosplayseksi', '#cewekseksi', '#superhero']",3,neutral
2018-12-30,odetoshit,1st cover marvel hihi,[],0,positive
2018-12-30,ardi_galih21,kabeh aeh mesisan sak marvel hero,[],0,neutral
2018-12-30,rnvaridzi,tina minoru marvel runaways asri welas sih,[],0,neutral
2018-12-30,muhjayz,kayak marvel post credit isinya kacaww wkwkwkwk,[],1,neutral
2018-12-30,newsplatter,pelem basically wakanda fast furious indiana jones davinci code mamma mia jurassic world air aquaman membuktikan one true king marvel sepertiga lumayan feast eyes,[],20,positive
2018-12-30,mizzusomething,lupa marvel fanboy,[],0,neutral
2018-12-30,lilwhalean,samaan marathon marvel wkwk😂,[],0,neutral
2018-12-30,dhiku,top 5 movies 2018 film bagus wajib ditonton marvel 1 spiderman spiderverse 2 ready player one 3 avengers infinity war 4 quiet place 5 star born,[],0,positive
2018-12-30,donpthejewelr,polarizing 💎 🍄 💎 🍄 💎 diamond selflove inspiration ufc funky chili handsome wshh stoner yoga positivevibes polarizing art hipster photography chanel marvel style,"['#diamond', '#selflove', '#inspiration', '#ufc', '#funky', '#chili', '#handsome', '#wshh', '#stoner', '#yoga', '#positivevibes', '#polarizing', '#art', '#hipster', '#photography', '#chanel', '#marvel', '#style']",0,neutral
2018-12-30,cinemagsnews,po close order ya 😎 cek tokopedia langsung new majalah cinemags edisi captain marvel bonus poster – captain marvel mcu – glass cinemags captainmarvel,"['#cinemags', '#captainmarvel']",0,neutral
2018-12-30,adi69205182,sheeebukhan like iron man,[],1,positive
2018-12-30,bhnrddn,marvel xde cerita lps nih,[],0,neutral
2018-12-30,skyegridmedia,resmi jude law marvell film captain marvel,[],0,positive
2018-12-30,reyyeon96,bro aquaman best best segi plot jalan cerita padu dc movie hahaha masuk cringe parts ala ala marvel 😂,[],0,positive
2018-12-30,farahliyanas,suara nyaring ya ampun pandai namamposs thanks ajar akanku kenang kumati hehehe sapot im kinda terharu lu liked tweets abt marvel hahaha membaca lolll eiii sayang kamuuuu💋💋💋,[],0,positive
2018-12-30,heruprima_,stan lee cocreator tokoh marvel terlaris legendaris dunia iron man spiderman dikenal rajin kameo filmfilm adaptasi komik marvel kepergiannya fan berduka kenangan2018ku,['#kenangan2018ku'],0,positive
2018-12-30,heruprima_,16 penggemar dunia berkabung melepas kepergian stan lee marvel 12 november 2018 kenangan2018ku,['#kenangan2018ku'],0,neutral
2018-12-30,hanifnilam,fix gua pindah dc gunanya marvel tony stank,[],0,positive
2018-12-30,habukia,oya,[],0,neutral
2018-12-30,habukia,sebi dey hia,[],0,neutral
2018-12-30,itonn,team marvel chiangmai 12 19 minktonnwday chiang thailand,['#minktonnwday'],0,positive
2018-12-30,enahyeongjun02,film favorit superhero nya marvel nun mengikuti,[],0,positive
2018-12-30,lupitaput,marvel dihati,[],1,positive
2018-12-30,navilerain,ayahku baca bacain komik marvel iya nder,[],1,neutral
2018-12-30,redhawk1991,ya new avengers kasihan hero2 marvel kalah pamor,[],0,negative
2018-12-30,awxsomegurl,cinta marvel iron man tuh wkwk,[],0,positive
2018-12-30,liyanahafidzal,aquaman marvel aquaman marvel aquaman marvel aquaman marvel aquaman marvel aquaman marvel aquaman marvel aquaman marvel aquaman marvel aquaman marvel,[],3,positive
2018-12-30,zalkingaway,team marvel taunya mcu uh bandwagon 😗,[],0,positive
2018-12-30,kucau,googlepixel2xl teampixel mobilevideography augmentedreality marvel elements mall melaka,"['#googlepixel2xl', '#teampixel', '#mobilevideography', '#augmentedreality', '#marvel']",0,positive
2018-12-30,isharistide,nih shutupppppppp,[],0,neutral
2018-12-30,gramediapakuwon,salam inspirasi sobat gramed🙏 gramedia pakuwon mesin printer brand epsonindonesia canonindonesia hanyahpuntukku mouse marvel,[],1,neutral
2018-12-30,rafika16899,film tonton bioskop nontonnya — gasabar captain marvel avenger end game😭😭😭😭,[],0,positive
2018-12-30,clsdgotloves,karakter kerap kali menyindir karakterkarakter superhero marvel mapun kompetitor dc comics banyolanbanyolan kerap cerita jenaka tersendiri,[],0,neutral
2018-12-30,clsdgotloves,tayang ramadhan 2018 bioskopbioskop indonesia deadpool 2 film aksi kategori antihero marvel sosoknya jenaka nyinyir penampilan karakternya lucu,[],0,positive
2018-12-30,ceohwangjaa,ampuh biar sedih ya menonton marvel,[],0,negative
2018-12-30,chaedeyeon,citacita baruku undangan marvel pemain utama film super heronya stupidwoman,[],0,positive
2018-12-30,aelee__,need partner layan marvel sok tengok end game,[],0,positive
2018-12-30,pusyiang,marvelyailah fox diputarin,[],0,neutral
2018-12-30,mastatagcom,marvel 5 film dc cuman 2 persaingan sehat ya uni 😅,[],0,neutral
2018-12-30,dipii,biadab httyd 22feb capt marvel 8mar biadan dempet2 banget,[],0,negative
2018-12-30,jollysweetbar,besok fox marathon mcu gprnh miss mcu marvel apapun menonton dibioskop fullteam makan2 hehehe mellow,[],0,negative
2018-12-30,baekisunshine,marvel parkiran nya,[],0,positive
2018-12-30,ncious_bali,fact ncfame suka banget superhero marvel comic fantastic4 ukuran bajunya ml ukuran sepatu kak nc 44cm ukuran celana kak nc 3234,['#fact'],0,positive
2018-12-30,bellalien_,iya marvel bingung kendaraannya,[],0,negative
2018-12-30,rvuby,beyid mas marvel mohon menginfokan data lengkah via dm mempermudah proses pengecekan terima kasih rezel,[],0,positive
2018-12-30,bellalien_,nontonn marvel,[],0,positive
2018-12-30,beomkyua,beyid mas marvel mohon menginfokan data lengkah via dm mempermudah proses pengecekan terima kasih rezel,[],0,positive
2018-12-30,telkomsel,mas marvel mohon menginfokan data lengkah via dm mempermudah proses pengecekan terima kasih rezel,[],0,positive
2018-12-30,spidermaino,harley bkl endgame masuk akal cameo iron man 3 marvel class photo kemarin diajakin bkl phase 4 kayanya sih harley aaaaa gemas,[],0,negative
2018-12-30,ofredshoes,🍀。 marvelau based suka nih,[],0,neutral
2018-12-30,sparkledgrace,wahay pecynta marvel silakan etapi dc sih 🤔 comic xmen anuan marvel captain marvel scarlet witch dll,[],0,neutral
2018-12-30,bobbyirwanda,fan emyu berharap tuhan tidur musim shiwie6 sandblazt joxzin72 marvel16 liverpoolharusdiusut bentuksatgasepl,"['#liverpoolharusdiusut', '#bentuksatgasepl']",0,neutral
2018-12-30,ntiwiwiw,emak wa mikir menguasai dunia bentar koalisi musuh marvel,[],0,neutral
2018-12-30,humbertoalliss1,legendary,[],0,positive
2018-12-30,wnurulhudaa,indak indak marvel racist,[],0,neutral
2018-12-30,rdwnfrmnsyh,kampreeeeet 🤣😂 takut dibeklis bani marvel bhahahahak monmaaf lisensinya dibeli disney dipakai takut kena piracy 🙏,[],0,neutral
2018-12-30,llewynn25,batman,[],0,neutral
2018-12-30,scapeegoat,venom baymax deadpool hitman agent 47 filmnya marvel ya tv series agent carter mager agent shield menonton sinetron,[],0,neutral
2018-12-30,untaianwarna,agent shield marvel udah😔,[],0,neutral
2018-12-30,untaianwarna,hidup marvel 😞✊,[],0,neutral
2018-12-30,yulipriyanti8,video playlist youtube parody meraih bintang versi namanama hero marvel,[],0,positive
2018-12-30,sparkledgrace,qatam marvel tyda ya jls qatam harpot 👌,[],0,neutral
2018-12-30,scapeegoat,marvel,[],0,positive
2018-12-30,esobatkopi,haloo suka marvel,[],0,positive
2018-12-30,scapeegoat,eh marvel qatamnya avenger diluar tuh hapal venom baymax,[],0,neutral
2018-12-30,scapeegoat,template marvel ngisi,[],0,positive
2018-12-30,scapeegoat,eh marvel qatam,[],0,neutral
2018-12-30,komrikmania,menyambut 2019 marvel ngerilis teaser tulisan sederhana 2020 approaches font angka 2020 khas hint kembalinya iron man 2020 alias arno stark,[],1,neutral
2018-12-30,gotomalls,ngobrolin superhero bayangan marvel dc ya 🦇 2019 superhero negeri sakura meramaikan hollywood cari deh film alita battle angel 👉 gotomallsblog,['#gotomallsblog'],0,positive
2018-12-30,sekadarberujar,terbiasa menonton film lihat trailer kecuali filmfilm marvel,[],0,neutral
2018-12-30,affisnothere,gempak bangangg captain marvel nih sumpah doh,[],0,positive
2018-12-30,saifulmufc,menonton paham cuman betah menonton marvel dc serial film flash supergirl hooq ngabisin kuota,[],0,neutral
2018-12-30,archieardwi,nemu film franchise model harry potter genre amazing lihat fantasy unik bikin penasaran marvel cinematic universe kali ya beda sih feelnya,[],0,neutral
2018-12-30,faza_elfairy,kucing lutjuuu,[],0,neutral
2018-12-30,joahhamnida,chris evans fiks project avengers endgame robert downey kabarnya perpanjang kontrak pentolan marvel sok rdj film marvel ironman avengers benaran,[],0,positive
2018-12-30,jess_abstract,mah babes gambit jubilee marvel marveldogs corgi corgstagram corgisofinstagram pitbull pitubllboxermix rescue rescuemom dogmom momshome dogmomaf intotheam,"['#gambit', '#jubilee', '#marvel', '#marveldogs', '#corgi', '#corgstagram', '#corgisofinstagram', '#pitbull', '#pitubllboxermix', '#rescue', '#rescuemom', '#dogmom', '#momshome', '#dogmomaf', '#intotheam']",0,positive
2018-12-30,rosesareaisya,habis je exam nak sambung marathon marvel 😌 mencari sesiapa full version marvel 🙃,[],0,negative
2018-12-30,bentleyman14,kamala duh,[],0,neutral
2018-12-30,eclesiastws,iti malia 🧡💕💓💗💙💖💚💛💜🖤💓💕❣️💟💛🧡❤️💞💙💞💚,[],0,neutral
2018-12-30,fairytailfansid,takut kau bertarung melindungi wendy marvel,[],0,neutral
2018-12-30,bainjamhein,hakalamdofigkgn champions deh sakar sih hulk ptdrrrr marvel love lu,[],0,positive
2018-12-30,rifat_billah,marvel — watching black panther bangabandhu sheikh mujibur rahman hall jahangirnagar univetsity,['#marvel'],0,positive
2018-12-30,zigoribarzabal,strange lego marvel drstrangelove avengers4 ibarzabaleneko,"['#marvel', '#drstrangelove', '#avengers4']",0,negative
2018-12-30,mikowaldufri,lumayan entar menonton captain marvel traktir terima kasih liverpool ywna nomentionaja biarkekanaktwitterlama,"['#ywna', '#nomentionaja', '#biarkekanaktwitterlama']",0,positive
2018-12-30,robo831,merry xmas,[],1,neutral
2018-12-30,ayourb,orisinal gbogbo ti daru papo,[],0,neutral
2018-12-30,doblasvessel,3 todas las deh marvel uwu,[],1,neutral
2018-12-30,missbuterinha,wanda dona dah marvel,[],0,neutral
2018-12-30,edwinsgirlf,izi maliaaaaa ❤❤❤❤❤❤❤,[],0,neutral
2018-12-30,gimisohee,ih— suka marvel hard stan— neechan tau 😾 menempel ya neechaaan 😋,[],0,negative
2018-12-30,aizadomar,okay dah masok capt marvel kucar kacir tengok fabinho nih,[],0,neutral
2018-12-30,dwi_1508,video playlist youtube action movie marvel 2018 sub indonesia,[],0,positive
2018-12-30,chandraholow,marvel nih bikin superpower filter snapchat sih hulu runaways2,"['#hulu', '#runaways2']",0,positive
2018-12-30,ardianwinata,2 spiderman spiderverse film animasi 2d apik kueerrreenn habis main marvel future fight kaget 2 tokoh spiderman film recommended abissss menonton dibioskop,[],1,positive
2018-12-30,sharmander6,kangen banget garagara habis menonton tuh dibikinin kayak film dokumenter marvel huhu ᅲᅲ,[],0,neutral
2018-12-30,cffiqchfcrhcnc,remind nak ngan guy layan marvel dc cerita superheroes merepek audacity,[],0,neutral
2018-12-30,rpsibuk,sepaket emojinya gua 😏 marvel series,[],0,neutral
2018-12-30,hilmyirsyadi,mencoba gaya marvel,[],0,neutral
2018-12-30,arreagastic,gente skanakanak,[],1,neutral
2018-12-30,zulhaziqirfan,pompuan nih bunuh thanos sumpah hati marvel,[],0,negative
2018-12-30,rainnylola,crystal marvel inhuman suka gegara kekuatan nya avatar,[],0,neutral
2018-12-30,tasia18_anjani,quat propaganda marvel 🤩,[],0,neutral
2018-12-29,bobbyirwanda,tinggal menunggu,[],0,negative
2018-12-29,achipluk,asa bosan bertemakan marvel dc 😂 kolosal jadul2 mi,[],0,negative
2018-12-29,mausterz,sabar nak tengok captain marvel,[],0,neutral
2018-12-29,shyfullofstars,hidup captai marvel,[],0,neutral
2018-12-29,aliptiar,top bosan menonton film marvel salah satunya amazing spiderman ini👌,[],1,negative
2018-12-29,tabitaoctamia,ngopo ya captain marvel ki ndadak nganggo helm,[],0,neutral
2018-12-29,tusvkgigi,mendengarkan suara brie larson trailer captain marvel menyadari kayanya cocok memerankan salah hero terkuat mcu mengomongnya selucu menggemaskan ituuaaaa😩😩😩😩💕💕💕 musuhnya ksengseeemm takuuutttt,[],0,positive
2018-12-29,raanchie,hahahaahahaha,[],1,neutral
2018-12-29,lbtemporal,love lu mwua 😚,[],1,positive
2018-12-29,xenacsb00,maret captain marvel antman aprilnya avengers lengkap🙂,[],0,negative
2018-12-29,irrecner,captain marvel biar darahnya ijo,[],0,neutral
2018-12-29,higyuri97,ih☹ marvel best uu yaudah deh coba 163😂😂,[],0,positive
2018-12-29,rsttlcrstbl,maling tao ata hahahaha,[],1,neutral
2018-12-29,yupi04795370,5 kerja bandung alfamart mayora van marvel ilmu berdagang menjaga toko admin online shop tekuni mimpi mimpi membantu negara biar maju investor indonesia mohon kerjasama nya,[],0,positive
2018-12-29,yongfarehah,wow pelik nya tengok big marvel senyum 😱😂🤔,[],0,negative
2018-12-29,mikowaldufri,liverpool menang entar malam traktir menonton captain marvel ye bang qonrobovski,[],0,positive
2018-12-29,spcblossom,suka marvel sih bandingkan dc kepo aquaman😔,[],0,positive
